Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,Inflation adjustment ratio [GDP deflator 2020/GDP deflator year],PPP Exchange rate [€ EU27-2020/ local currency-2020],Adjusted Monetary value [EU27 2020 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type,"WTP Correction factor [GDPpc,EU27-year/GDPpc,country-year)",Unusable monetary value,Case-study ID,Old inflation correction,Old PPP exchange,Old adjusted value
Green roof,Semi-intensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,2.52,2012 €/m2,every year,not mentioned,every year,2.5213,1.061,1,2.893113313,Market value,,,It consists of irrigation costs only,,,,Bsh,Europe,Spain,"Santa Cruz, Tenerife","Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Santa Cruz,1.308722044,1.063309353,3.50857901
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,45.28,2017 €/m2,every year,40,every year,45.2797,1.06,1.173,56.32727139,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,4.943742101
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,flat,Maintenance of green roof (net),cost,building,financial,117.57,2017 €/m2,every year,40,every year,117.5676,1.06,1.173,146.2523576,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,4.943742101
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,1.4,2017 €/m2,every year,40,every year,1.3982,1.06,1.173,1.73932465,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,4.943742101
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,flat,Maintenance of green roof (net),cost,building,financial,2.28,2017 €/m2,every year,40,every year,2.2779,1.06,1.173,2.83364294,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,4.943742101
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,slanted,Maintenance of green roof (net),cost,building,financial,0.02,2017 €/m2,every year,40,every year,0.02,1.06,1.173,0.024843422,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,5.335257124
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,slanted,Maintenance of green roof (net),cost,building,financial,0.51,2017 €/m2,every year,40,every year,0.5066,1.06,1.173,0.630148589,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,5.468980504
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,slanted,Maintenance of green roof (net),cost,building,financial,0.06,2017 €/m2,every year,40,every year,0.0605,1.06,1.173,0.075201561,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,6.252976062
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,commercial,black roof,,flat,Maintenance of green roof (net),cost,urban,socio-environmental,5.38,2013 $/m2,every year,40,every year,5.3821,1.117,0.668,4.015206438,Market value,,,,,,,Cfa,North America,USA,"Atlanta, GA","Mullen et al.,",2013,"Green Roof Adoption in Atlanta. Georgia: The Effect of Building Characteristics and Subsidies on net Private, Public, and Social Benefits",Cost-Benefit Analysis,,,Mullen - Atlanta,1.712878997,0.721,6.646855525
Green roof,Semi-intensive,Grass (Koeleria macarantha),yes,,,,,summer,To be constructed,university,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,5.42,2015 $/m2,every year,40,every year,5.42,1.086,0.668,3.932560055,Market value,,,,,,,Dfa,North America,USA,"Champaign, IL","William et al.,",2016,An environmental cost-benefit analysis of alternative green roofing strategies,Cost-Benefit Analysis,,,William - Champaign,2.181460776,0.719,8.501109013
Green roof,Extensive,,no,,,,,annual average,To be constructed,,black roof,,flat,Maintenance of green roof (net),cost,building,financial,2950.88,2019 KRW/m2,every year,not mentioned,every year,2950.8759,1.013,0.001,2.31617673,Market value,,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2018,Analysing Green Roof Effects in an Urban Environment: A Case of Bangbae dong Seoul,Cost-Benefit Analysis,,,Shin & Kim 2018 - Seoul,1,0.000773685,2.283049851
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Maintenance of green roof (without drainage and vegetation layer replacements),cost,building,financial,5.31,2017 €/m2,every 10 years,40,every year,0.531,1.06,1.173,0.660556177,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,1.0253735
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,flat,Maintenance of green roof (without drainage and vegetation layer replacements),cost,building,financial,5.31,2017 €/m2,every 10 years,40,every year,0.531,1.06,1.173,0.660556177,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,1.0253735
